"strName","strCAS","CAS","httk","ToxCast","Tox21","NHANES","ExpoCast","Boiling Point Ave.exp","Boiling Point Ave.prd","Boiling Point Med.exp","Boiling Point Med.prd","Boiling Point Rng.exp","Boiling Point Rng.prd","MW","LogP Ave.exp","LogP Ave.prd","LogP Med.exp","LogP Med.prd","LogP Rng.exp","LogP Rng.prd"
"Chloroform","67663","67-66-3","","","1","1","1","      61.2 (5)","      66.5 (5)","      61.3","      66.5","          60.5 to 61.7","          54.5 to 91.2","119.37","                              1.97 (1)","                              1.82 (5)","                              1.97","                              1.82","                                  1.97","                                  1.52 to 1.96"
"Chloroneb","2675776","2675-77-6","1","1","1","","1","      268 (2)","      260 (4)","      268","      260","          268","          253 to 269","207.05",""," 3.35 (5)",""," 3.35","","3.05 to 3.58"
"Chloroneb","2675776","2675-77-6","1","1","1","","1","      268 (2)","      260 (4)","      268","      260","          268","          253 to 269","207.05",""," 3.35 (5)",""," 3.35","","3.05 to 3.58"
"Chloroneb","2675776","2675-77-6","1","1","1","","1","      268 (2)","      260 (4)","      268","      260","          268","          253 to 269","207.05",""," 3.35 (5)",""," 3.35","","3.05 to 3.58"
"Chlorpropham","101213","101-21-3","1","1","1","","1",""," 276 (5)",""," 276","","     251 to 294","213.66","                              3.51 (1)","                              3.31 (5)","                              3.51","                              3.31","                                  3.51","                                  3.19 to 3.49"
"Chlorpropham","101213","101-21-3","1","1","1","","1",""," 276 (5)",""," 276","","     251 to 294","213.66","                              3.51 (1)","                              3.31 (5)","                              3.51","                              3.31","                                  3.51","                                  3.19 to 3.49"
"Chlorpyrifos Methyl","5598130","5598-13-0","1","1","1","1","1",""," 342 (4)",""," 342","","     307 to 360","322.52","                              4.31 (1)","                              4.00 (5)","                              4.31","                              4.00","                                  4.31","                                  3.68 to 4.30"
"Clethodim","99129212","99129-21-2","","","","","1",""," 390 (4)",""," 390","","     301 to 473","359.91",""," 4.44 (5)",""," 4.44","","4.21 to 4.53"
"Clodinafop-propargyl","105511964","105511-96-4","","","","","","      433 (1)","      380 (4)","      433","      380","          433","          308 to 433","349.74",""," 2.85 (5)",""," 2.85","","1.90 to 3.79"
"Clodinafop-propargyl","105511964","105511-96-4","","","","","","      433 (1)","      380 (4)","      433","      380","          433","          308 to 433","349.74",""," 2.85 (5)",""," 2.85","","1.90 to 3.79"
"Clofentezine","74115245","74115-24-5","1","1","1","","1",""," 417 (4)",""," 417","","     324 to 504","303.15","                              3.10 (1)","                              3.07 (5)","                              3.10","                              3.07","                                  3.10","                                  2.70 to 3.56"
"Clofentezine","74115245","74115-24-5","1","1","1","","1",""," 417 (4)",""," 417","","     324 to 504","303.15","                              3.10 (1)","                              3.07 (5)","                              3.10","                              3.07","                                  3.10","                                  2.70 to 3.56"
"Clofentezine","74115245","74115-24-5","1","1","1","","1",""," 417 (4)",""," 417","","     324 to 504","303.15","                              3.10 (1)","                              3.07 (5)","                              3.10","                              3.07","                                  3.10","                                  2.70 to 3.56"
"Cyproconazole","94361065","94361-06-5","1","1","1","","1",""," 378 (4)",""," 378","","     320 to 479","291.78","                              2.90 (1)","                              2.84 (5)","                              2.90","                              2.84","                                  2.90","                                  2.22 to 3.25"
"Cyproconazole","94361065","94361-06-5","1","1","1","","1",""," 378 (4)",""," 378","","     320 to 479","291.78","                              2.90 (1)","                              2.84 (5)","                              2.90","                              2.84","                                  2.90","                                  2.22 to 3.25"
"Cyprodinil","121552612","121552-61-2","1","1","1","","1",""," 350 (4)",""," 350","","     321 to 406","225.29","                              4.00 (1)","                              3.68 (5)","                              4.00","                              3.68","                                  4.00","                                  2.97 to 4.00"
"d-Allethrin (Pynamin Forte)","584792","584-79-2","1","1","1","","1",""," 347 (5)",""," 347","","     316 to 387","302.41","                              4.78 (1)","                              5.08 (5)","                              4.78","                              5.08","                                  4.78","                                  4.81 to 5.52"
"DDT","50293","50-29-3","1","1","1","1","1","      185 (2)","      369 (5)","      185","      369","          110 to 260","          347 to 416","354.48","                              6.91 (1)","                              6.29 (5)","                              6.91","                              6.29","                                  6.91","                                  5.62 to 6.91"
"Di-2-Ethylhexyl Adipate","103231","103-23-1","1","1","1","","1","      250 (3)","      390 (5)","      167","      390","          166 to 168","          374 to 416","370.57",""," 7.24 (5)",""," 7.24","","5.69 to 8.12"
"Di-2-Ethylhexyl Adipate","103231","103-23-1","1","1","1","","1","      250 (3)","      390 (5)","      167","      390","          166 to 168","          374 to 416","370.57",""," 7.24 (5)",""," 7.24","","5.69 to 8.12"
"Di-2-Ethylhexyl Adipate","103231","103-23-1","1","1","1","","1","      250 (3)","      390 (5)","      167","      390","          166 to 168","          374 to 416","370.57",""," 7.24 (5)",""," 7.24","","5.69 to 8.12"
"Di-2-Ethylhexyl Adipate","103231","103-23-1","1","1","1","","1","      250 (3)","      390 (5)","      167","      390","          166 to 168","          374 to 416","370.57",""," 7.24 (5)",""," 7.24","","5.69 to 8.12"
"Dibromochloromethane","124481","124-48-1","","","1","1","1","      118 (3)","      124 (5)","      117","      124","          115 to 118","          116 to 143","208.28","                              2.16 (1)","                              2.11 (5)","                              2.16","                              2.11","                                  2.16","                                  1.70 to 2.23"
"Dichlormid","37764253","37764-25-3","","","1","","1",""," 253 (5)",""," 253","","     233 to 282","208.08","                              1.84 (1)","                              2.00 (5)","                              1.84","                              2.00","                                  1.84","                                  1.82 to 2.28"
"Dichlormid","37764253","37764-25-3","","","1","","1",""," 253 (5)",""," 253","","     233 to 282","208.08","                              1.84 (1)","                              2.00 (5)","                              1.84","                              2.00","                                  1.84","                                  1.82 to 2.28"
"Dichlormid","37764253","37764-25-3","","","1","","1",""," 253 (5)",""," 253","","     233 to 282","208.08","                              1.84 (1)","                              2.00 (5)","                              1.84","                              2.00","                                  1.84","                                  1.82 to 2.28"
"Dichloroacetic acid","79436","79-43-6","","1","1","","1","      194 (6)","      194 (5)","      194","      194","          192 to 194","          191 to 201","128.94","                              0.92 (1)","                              7.32e-01 (5)","                              0.92","                              7.32e-01","                                  0.92","                                  0.52 to 8.86e-01"
"Dichloroethylene, 1,2- (Mixed Isomers)","540590","540-59-0","","","1","","1","      55.0 (1)","      53.1 (4)","      55.0","      53.1","          55.0","          47.7 to 55.4","96.94 ",""," 1.88 (5)",""," 1.88","","1.75 to 1.98"
"Dichloromethane","75092","75-09-2","","","1","1","1","      39.8 (6)","      47.6 (5)","      40.0","      47.6","          39.0 to 40.0","          36.0 to 80.4","84.93 ","                              1.25 (1)","                              1.32 (5)","                              1.25","                              1.32","                                  1.25","                                  1.19 to 1.43"
"Dichloropropane, 1,3-   ","142289","142-28-9","","","1","","1","      120 (3)","      119 (5)","      120","      119","          120","          106 to 128","112.98","                              2.00 (1)","                              2.09 (5)","                              2.00","                              2.09","                                  2.00","                                  1.99 to 2.32"
"Dichloropropane, 1,3-   ","142289","142-28-9","","","1","","1","      120 (3)","      119 (5)","      120","      119","          120","          106 to 128","112.98","                              2.00 (1)","                              2.09 (5)","                              2.00","                              2.09","                                  2.00","                                  1.99 to 2.32"
"Dieldrin","60571","60-57-1","1","1","1","1","1","      330 (1)","      365 (4)","      330","      365","          330","          330 to 416","380.90","                              5.40 (1)","                              5.13 (4)","                              5.40","                              5.13","                                  5.40","                                  4.88 to 5.45"
"Dieldrin","60571","60-57-1","1","1","1","1","1","      330 (1)","      365 (4)","      330","      365","          330","          330 to 416","380.90","                              5.40 (1)","                              5.13 (4)","                              5.40","                              5.13","                                  5.40","                                  4.88 to 5.45"
"Dieldrin","60571","60-57-1","1","1","1","1","1","      330 (1)","      365 (4)","      330","      365","          330","          330 to 416","380.90","                              5.40 (1)","                              5.13 (4)","                              5.40","                              5.13","                                  5.40","                                  4.88 to 5.45"
"Diethyl Phthalate","84662","84-66-2","1","1","1","1","1","      296 (5)","      295 (5)","      297","      295","          295 to 298","          282 to 312","222.24","                              2.42 (1)","                              2.54 (5)","                              2.42","                              2.54","                                  2.42","                                  2.29 to 2.72"
"Diethylene Glycol Monoethyl Ether   ","111900","111-90-0","","1","1","","1","      200 (4)","      202 (5)","      202","      202","          201 to 202","          190 to 218","134.17","                              -0.540 (1)","                              -0.485 (5)","                              -0.540","                              -0.485","                                  -0.540","                                  -0.690 to -0.193"
"Diethylene Glycol Monoethyl Ether   ","111900","111-90-0","","1","1","","1","      200 (4)","      202 (5)","      202","      202","          201 to 202","          190 to 218","134.17","                              -0.540 (1)","                              -0.485 (5)","                              -0.540","                              -0.485","                                  -0.540","                                  -0.690 to -0.193"
"Dimethenamid-P","163515148","163515-14-8","","","","","",""," 338 (5)",""," 338","","     294 to 383","275.79",""," 2.28 (5)",""," 2.28","","2.12 to 2.57"
"Dimethipin","55290647","55290-64-7","","1","1","","1",""," 368 (4)",""," 368","","     290 to 484","210.26","                              -0.170 (1)","                              -0.117 (5)","                              -0.170","                              -0.117","                                  -0.170","                                  -0.350 to 1.80e-01"
"Dimethomorph","110488705","110488-70-5","1","1","1","","1",""," 459 (5)",""," 459","","     332 to 585","387.86","                              2.68 (1)","                              2.79 (5)","                              2.68","                              2.79","                                  2.68","                                  1.79 to 3.71"
"Dimethyl Tetrachloroterephthalate","1861321","1861-32-1","1","1","1","","1","      365 (1)","      362 (4)","      365","      362","          365","          324 to 422","331.95","                              4.28 (1)","                              3.90 (5)","                              4.28","                              3.90","                                  4.28","                                  3.48 to 4.24"
"Dimethyl Tetrachloroterephthalate","1861321","1861-32-1","1","1","1","","1","      365 (1)","      362 (4)","      365","      362","          365","          324 to 422","331.95","                              4.28 (1)","                              3.90 (5)","                              4.28","                              3.90","                                  4.28","                                  3.48 to 4.24"
"Dinitrotoluene, 2,6-   ","606202","606-20-2","1","1","1","","1","      289 (4)","      297 (5)","      285","      297","          285","          278 to 305","182.13","                              2.10 (1)","                              1.99 (5)","                              2.10","                              1.99","                                  2.10","                                  1.57 to 2.18"
"Dinitrotoluene, 2,6-   ","606202","606-20-2","1","1","1","","1","      289 (4)","      297 (5)","      285","      297","          285","          278 to 305","182.13","                              2.10 (1)","                              1.99 (5)","                              2.10","                              1.99","                                  2.10","                                  1.57 to 2.18"
"Diphenamid","957517","957-51-7","","","1","","1",""," 351 (4)",""," 351","","     327 to 382","239.31",""," 2.62 (5)",""," 2.62","","1.85 to 2.93"
"Diphenamid","957517","957-51-7","","","1","","1",""," 351 (4)",""," 351","","     327 to 382","239.31",""," 2.62 (5)",""," 2.62","","1.85 to 2.93"
"Diphenylamine","122394","122-39-4","1","1","1","","1","      302 (5)","      290 (5)","      302","      290","          302","          268 to 305","169.22","                              3.50 (2)","                              3.05 (5)","                              3.50","                              3.05","                                  3.50","                                  2.50 to 3.37"
"d-Phenothrin (Sumithrin)","26002802","26002-80-2","","","1","","1",""," 390 (5)",""," 390","","     334 to 437","350.45","                              6.01 (1)","                              6.78 (5)","                              6.01","                              6.78","                                  6.01","                                  5.95 to 7.54"
"Endosulfan","115297","115-29-7","1","1","1","","1",""," 373 (5)",""," 373","","     319 to 450","406.9 ","                              3.83 (2)","                              3.59 (5)","                              3.83","                              3.59","                                  3.83","                                  3.13 to 3.88"
"Endrin","72208","72-20-8","1","1","1","1","1",""," 365 (4)",""," 365","","     330 to 416","380.9 ","                              5.40 (1)","                              5.13 (4)","                              5.40","                              5.13","                                  5.40","                                  4.88 to 5.45"
"Esbiothrin","584792","584-79-2","1","1","1","","1",""," 347 (5)",""," 347","","     316 to 387","302.41","                              4.78 (1)","                              5.08 (5)","                              4.78","                              5.08","                                  4.78","                                  4.81 to 5.52"
"Ethalfluralin","55283686","55283-68-6","1","1","1","","1",""," 360 (4)",""," 360","","     341 to 378","333.26","                              5.11 (1)","                              5.05 (5)","                              5.11","                              5.05","                                  5.11","                                  4.79 to 5.23"
"Ethoxyquin","91532","91-53-2","1","1","1","","1","      124 (3)","      314 (5)","      124","      314","          123 to 125","          297 to 333","217.31",""," 3.61 (5)",""," 3.61","","3.31 to 3.93"
"Ethoxyquin","91532","91-53-2","1","1","1","","1","      124 (3)","      314 (5)","      124","      314","          123 to 125","          297 to 333","217.31",""," 3.61 (5)",""," 3.61","","3.31 to 3.93"
"Ethylbenzene","100414","100-41-4","","","1","1","1","      136 (4)","      143 (5)","      136","      143","          135 to 136","          134 to 155","106.16","                              3.15 (2)","                              3.08 (5)","                              3.15","                              3.08","                                  3.15","                                  2.89 to 3.21"
"Ethylene Chlorohydrin","107073","107-07-3","","1","1","","1","      129 (5)","      128 (5)","      129","      128","          128 to 129","          122 to 130","80.51 ","                              0.03 (1)","                              5.17e-03 (5)","                              0.03","                              5.17e-03","                                  0.03","                                  -0.0790 to 0.11"
"Ethylene Chlorohydrin","107073","107-07-3","","1","1","","1","      129 (5)","      128 (5)","      129","      128","          128 to 129","          122 to 130","80.51 ","                              0.03 (1)","                              5.17e-03 (5)","                              0.03","                              5.17e-03","                                  0.03","                                  -0.0790 to 0.11"
"Ethylenediamine","107153","107-15-3","","","1","","1","      117 (5)","      118 (5)","      118","      118","          116 to 118","          103 to 126","60.1 g","                              -2.04 (1)","                              -1.73 (5)","                              -2.04","                              -1.73","                                  -2.04","                                  -2.04 to -1.48"
"Etoxazole","153233911","153233-91-1","1","1","1","","1",""," 376 (5)",""," 376","","     303 to 449","359.41",""," 5.42 (5)",""," 5.42","","3.81 to 7.21"
"Etoxazole","153233911","153233-91-1","1","1","1","","1",""," 376 (5)",""," 376","","     303 to 449","359.41",""," 5.42 (5)",""," 5.42","","3.81 to 7.21"
"Etoxazole","153233911","153233-91-1","1","1","1","","1",""," 376 (5)",""," 376","","     303 to 449","359.41",""," 5.42 (5)",""," 5.42","","3.81 to 7.21"
"Fenbuconazole","114369436","114369-43-6","1","1","1","","1",""," 423 (4)",""," 423","","     336 to 546","336.82","                              3.23 (1)","                              3.24 (5)","                              3.23","                              3.24","                                  3.23","                                  1.84 to 4.23"
"Fenpropimorph","67564914","67564-91-4","","","1","","1",""," 339 (5)",""," 339","","     313 to 393","303.49","                              4.93 (1)","                              5.09 (5)","                              4.93","                              5.09","                                  4.93","                                  4.64 to 5.50"
"Fenpropimorph","67564914","67564-91-4","","","1","","1",""," 339 (5)",""," 339","","     313 to 393","303.49","                              4.93 (1)","                              5.09 (5)","                              4.93","                              5.09","                                  4.93","                                  4.64 to 5.50"
"Ferbam","14484641","14484-64-1","","","1","","1",NA,NA,NA,NA,NA,NA,"416.47",NA,NA,NA,NA,NA,NA
"Florasulam","145701231","145701-23-1","","","1","","1",""," 361 (3)",""," 361","","     305 to 461","359.28",""," 1.43 (5)",""," 1.43","","9.86e-01 to 2.13"
"Florasulam","145701231","145701-23-1","","","1","","1",""," 361 (3)",""," 361","","     305 to 461","359.28",""," 1.43 (5)",""," 1.43","","9.86e-01 to 2.13"
"Florasulam","145701231","145701-23-1","","","1","","1",""," 361 (3)",""," 361","","     305 to 461","359.28",""," 1.43 (5)",""," 1.43","","9.86e-01 to 2.13"
"Florasulam","145701231","145701-23-1","","","1","","1",""," 361 (3)",""," 361","","     305 to 461","359.28",""," 1.43 (5)",""," 1.43","","9.86e-01 to 2.13"
"Fluazinam","79622596","79622-59-6","1","1","1","","1",""," 372 (4)",""," 372","","     314 to 453","465.09","                              4.01 (1)","                              4.87 (5)","                              4.01","                              4.87","                                  4.01","                                  2.96 to 8.19"
"Fluazinam","79622596","79622-59-6","1","1","1","","1",""," 372 (4)",""," 372","","     314 to 453","465.09","                              4.01 (1)","                              4.87 (5)","                              4.01","                              4.87","                                  4.01","                                  2.96 to 8.19"
"Fluazinam","79622596","79622-59-6","1","1","1","","1",""," 372 (4)",""," 372","","     314 to 453","465.09","                              4.01 (1)","                              4.87 (5)","                              4.01","                              4.87","                                  4.01","                                  2.96 to 8.19"
"Fluazinam","79622596","79622-59-6","1","1","1","","1",""," 372 (4)",""," 372","","     314 to 453","465.09","                              4.01 (1)","                              4.87 (5)","                              4.01","                              4.87","                                  4.01","                                  2.96 to 8.19"
"Flucarbazone-sodium","181274179","181274-17-9","","","1","","1",""," 430 (3)",""," 430","","     244 to 747","418.28",""," 1.30 (5)",""," 1.30","","-0.0320 to 2.37"
"Flufenpyr-ethyl","188489078","188489-07-8","","1","1","","1",""," 391 (5)",""," 391","","     304 to 449","408.73",""," 3.37 (5)",""," 3.37","","1.99 to 4.15"
"Flumetsulam (XRD-","98967409","98967-40-9","1","1","1","","1",""," 356 (3)",""," 356","","     306 to 452","325.29",""," 1.50 (5)",""," 1.50","","9.65e-01 to 1.85"
"Fluoranthene","206440","206-44-0","1","1","1","1","1","      380 (2)","      359 (4)","      375","      359","          375","          298 to 390","202.25","                              5.16 (1)","                              4.88 (5)","                              5.16","                              4.88","                                  5.16","                                  3.96 to 5.19"
"Fluoranthene","206440","206-44-0","1","1","1","1","1","      380 (2)","      359 (4)","      375","      359","          375","          298 to 390","202.25","                              5.16 (1)","                              4.88 (5)","                              5.16","                              4.88","                                  5.16","                                  3.96 to 5.19"
"Fluoranthene","206440","206-44-0","1","1","1","1","1","      380 (2)","      359 (4)","      375","      359","          375","          298 to 390","202.25","                              5.16 (1)","                              4.88 (5)","                              5.16","                              4.88","                                  5.16","                                  3.96 to 5.19"
"Fluoranthene","206440","206-44-0","1","1","1","1","1","      380 (2)","      359 (4)","      375","      359","          375","          298 to 390","202.25","                              5.16 (1)","                              4.88 (5)","                              5.16","                              4.88","                                  5.16","                                  3.96 to 5.19"
"Fluoxastrobin","361377299","361377-29-9","1","1","1","","1",""," 421 (4)",""," 421","","     308 to 546","458.83",""," 3.52 (5)",""," 3.52","","8.97e-03 to 5.34"
"Fluoxastrobin","361377299","361377-29-9","1","1","1","","1",""," 421 (4)",""," 421","","     308 to 546","458.83",""," 3.52 (5)",""," 3.52","","8.97e-03 to 5.34"
"Flurprimidol","56425913","56425-91-3","","","1","","1","      264 (1)","      327 (4)","      264","      327","          264","          273 to 386","312.29","                              3.34 (1)","                              2.71 (5)","                              3.34","                              2.71","                                  3.34","                                  2.13 to 3.42"
"Flusilazole","85509199","85509-19-9","1","1","1","","1",""," 360 (4)",""," 360","","     324 to 392","315.39","                              3.70 (1)","                              3.82 (5)","                              3.70","                              3.82","                                  3.70","                                  2.34 to 4.89"
"Fluthiacet methyl","117337196","117337-19-6","","1","1","","1",""," 411 (4)",""," 411","","     296 to 512","403.87","                              3.77 (1)","                              2.81 (5)","                              3.77","                              2.81","                                  3.77","                                  1.41 to 3.61"
"Flutolanil","66332965","66332-96-5","1","1","1","","1",""," 351 (4)",""," 351","","     321 to 422","323.31","                              3.70 (1)","                              3.82 (5)","                              3.70","                              3.82","                                  3.70","                                  2.81 to 4.65"
"Flutriafol","76674210","76674-21-0","","","1","","1",""," 391 (5)",""," 391","","     325 to 506","301.29","                              2.29 (1)","                              2.04 (5)","                              2.29","                              2.04","                                  2.29","                                  8.60e-01 to 2.52"
"Flutriafol","76674210","76674-21-0","","","1","","1",""," 391 (5)",""," 391","","     325 to 506","301.29","                              2.29 (1)","                              2.04 (5)","                              2.29","                              2.04","                                  2.29","                                  8.60e-01 to 2.52"
"Flutriafol","76674210","76674-21-0","","","1","","1",""," 391 (5)",""," 391","","     325 to 506","301.29","                              2.29 (1)","                              2.04 (5)","                              2.29","                              2.04","                                  2.29","                                  8.60e-01 to 2.52"
"Fonophos","944229","944-22-9","","","1","","1",""," 315 (4)",""," 315","","     281 to 331","246.32","                              3.94 (1)","                              3.92 (5)","                              3.94","                              3.92","                                  3.94","                                  3.62 to 4.07"
"Fufural","98011","98-01-1","","1","1","","1","      162 (7)","      157 (5)","      162","      157","          159 to 162","          144 to 162","96.085","                              0.41 (1)","                              6.40e-01 (5)","                              0.41","                              6.40e-01","                                  0.41","                                  4.28e-01 to 0.83"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furan","110009","110-00-9","","","1","","1","      32.0 (4)","      47.5 (5)","      32.0","      47.5","          31.4 to 33.0","          31.4 to 73.4","68.075","                              1.34 (2)","                              1.28 (5)","                              1.34","                              1.28","                                  1.34","                                  1.16 to 1.38"
"Furilazole","121776338","121776-33-8","","","","","",""," 327 (4)",""," 327","","     275 to 377","278.13","                              2.12 (1)","                              2.34 (5)","                              2.12","                              2.34","                                  2.12","                                  2.08 to 2.84"
"Gamma-Hexachlorocyclohexane","58899","58-89-9","1","1","1","1","1",""," 280 (5)",""," 280","","     236 to 304","290.81","                              3.72 (1)","                              3.90 (5)","                              3.72","                              3.90","                                  3.72","                                  3.63 to 4.26"
"Heptachlor","76448","76-44-8","1","1","1","1","1","      228 (2)","      333 (5)","      145","      333","          145","          309 to 392","373.3 ","                              6.10 (1)","                              5.71 (5)","                              6.10","                              5.71","                                  6.10","                                  5.46 to 6.00"
"Heptachlor Epoxide","1024573","1024-57-3","","1","1","1","1",""," 361 (4)",""," 361","","     329 to 426","389.3 ","                              4.98 (1)","                              5.11 (5)","                              4.98","                              5.11","                                  4.98","                                  4.56 to 5.47"
