Iter	V_dist	k_e	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14
486	0.802638	0.289235	5.8046	9.92022	12.7489	14.6015	16.285	16.3056	14.1866	11.3505	6.66369	3.77719	1.19155	0.374697	0.117812	0.037011
487	0.383238	0.500363	11.8324	19.6561	24.5217	27.2276	28.4323	26.5249	19.7673	13.3408	5.39032	2.04732	0.281222	0.0381354	0.00511479	0.000740706
488	0.376654	0.30674	12.3416	21.0419	26.9739	30.8122	34.172	34.0078	29.1947	23.0169	13.0848	7.16907	2.10958	0.618559	0.181458	0.053201
489	0.63484	0.661706	6.99785	11.3806	13.8897	15.0776	15.0173	13.3266	8.91684	5.35149	1.6687	0.477259	0.035629	0.00250107	0.0001804	1.42464e-05
490	0.368417	0.767792	11.8977	19.0857	22.9688	24.5774	23.7636	20.4463	12.8138	7.16973	1.91847	0.463734	0.0239457	0.00130056	5.29084e-05	2.26824e-06
491	0.79871	0.894257	5.40129	8.52578	10.0938	10.6232	9.92977	8.25206	4.81211	2.49668	0.568624	0.115501	0.00402854	0.000105163	1.48624e-06	2.32012e-09
492	0.405366	0.649148	10.9767	17.8806	21.8596	23.7699	23.7605	21.1649	14.2756	8.6425	2.7472	0.80233	0.0626435	0.00456967	0.000350545	4.1895e-05
493	0.666637	0.62567	6.69461	10.9387	13.4151	14.635	14.728	13.2125	9.04818	5.5682	1.83533	0.558023	0.0474589	0.00390497	0.000325256	2.10931e-05
494	0.550496	0.714424	8.01633	12.9483	15.6926	16.9126	16.5958	14.5001	9.38648	5.43638	1.56831	0.41165	0.0253517	0.00151767	0.000179214	1.08493e-05
495	0.636934	0.161465	7.43632	12.9333	16.932	19.7748	22.9987	24.1004	23.1821	20.7106	15.4366	11.2362	5.89737	3.09158	1.6206	0.8495
496	0.495457	0.572194	9.06901	14.923	18.4344	20.2611	20.7103	18.8873	13.4002	8.57037	3.07505	1.02596	0.106843	0.0107916	0.00107451	0.000116054
497	0.840625	0.596835	5.32847	8.73959	10.7599	11.7853	11.9596	10.8242	7.5547	4.74607	1.63678	0.522962	0.0496721	0.00457085	0.000405443	3.55276e-05
498	0.185428	0.347045	24.9396	42.2894	53.9012	61.2017	67.0082	65.7687	54.7668	41.7544	22.0609	11.1833	2.804	0.699823	0.17452	0.0434576
499	0.769323	0.425752	5.95078	9.98439	12.5856	14.1258	15.0905	14.4249	11.3349	8.10806	3.72437	1.62522	0.298617	0.054454	0.00989783	0.00179128
